# SignalP-5.0	Organism: Eukarya	Timestamp: 20230728094043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
MSTRG.223084.6	SP(Sec/SPI)	0.761606	0.238394	CS pos: 20-21. AHC-VR. Pr: 0.5905
MSTRG.223274.1	SP(Sec/SPI)	0.999625	0.000375	CS pos: 22-23. STA-KG. Pr: 0.9123
MSTRG.223274.6	OTHER	0.002979	0.997021	
MSTRG.224535.4	OTHER	0.001760	0.998240	
MSTRG.225437.1	OTHER	0.000553	0.999447	
MSTRG.226021.1	OTHER	0.003809	0.996191	
MSTRG.22610.1	SP(Sec/SPI)	0.999609	0.000391	CS pos: 17-18. SLA-QD. Pr: 0.9659
MSTRG.226197.3	OTHER	0.266096	0.733904	
MSTRG.226275.1	OTHER	0.006318	0.993682	
MSTRG.226275.7	OTHER	0.008987	0.991013	
MSTRG.226905.11	OTHER	0.002755	0.997245	
MSTRG.227478.7	OTHER	0.008128	0.991872	
MSTRG.227564.4	OTHER	0.014663	0.985337	
MSTRG.227685.12	OTHER	0.045000	0.955000	
MSTRG.227703.1	OTHER	0.002990	0.997010	
MSTRG.227724.10	OTHER	0.033856	0.966144	
MSTRG.227724.18	OTHER	0.124814	0.875186	
MSTRG.227730.9	OTHER	0.000820	0.999180	
MSTRG.227968.1	OTHER	0.000394	0.999606	
MSTRG.227968.5	OTHER	0.010922	0.989078	
MSTRG.228813.9	OTHER	0.005037	0.994963	
MSTRG.228966.1	SP(Sec/SPI)	0.991605	0.008395	CS pos: 18-19. SVA-VR. Pr: 0.4014
MSTRG.228966.3	OTHER	0.005575	0.994425	
MSTRG.229497.4	OTHER	0.003323	0.996677	
MSTRG.229497.8	OTHER	0.002151	0.997849	
MSTRG.229658.1	OTHER	0.000669	0.999331	
MSTRG.230180.1	OTHER	0.000909	0.999091	
MSTRG.230180.12	OTHER	0.000773	0.999227	
MSTRG.230180.14	OTHER	0.021966	0.978034	
MSTRG.23072.1	OTHER	0.007336	0.992664	
MSTRG.23072.2	OTHER	0.001532	0.998468	
MSTRG.231240.1	OTHER	0.001456	0.998544	
MSTRG.231240.2	OTHER	0.003518	0.996482	
MSTRG.231538.1	OTHER	0.082150	0.917850	
MSTRG.231538.5	OTHER	0.012163	0.987837	
MSTRG.23163.5	OTHER	0.010242	0.989758	
MSTRG.23231.1	OTHER	0.001559	0.998441	
MSTRG.23231.5	OTHER	0.001857	0.998143	
MSTRG.23260.1	SP(Sec/SPI)	0.950255	0.049745	CS pos: 24-25. SDG-ST. Pr: 0.7100
MSTRG.23260.8	SP(Sec/SPI)	0.550451	0.449549	CS pos: 21-22. VST-LD. Pr: 0.4408
MSTRG.23458.1	OTHER	0.246766	0.753234	
MSTRG.23473.1	OTHER	0.000889	0.999111	
MSTRG.23738.3	OTHER	0.000345	0.999655	
MSTRG.23738.7	OTHER	0.001304	0.998696	
MSTRG.24540.1	OTHER	0.001234	0.998766	
MSTRG.25160.1	OTHER	0.001010	0.998990	
MSTRG.25160.4	OTHER	0.002259	0.997741	
MSTRG.25160.5	OTHER	0.004385	0.995615	
MSTRG.25433.9	OTHER	0.096873	0.903127	
MSTRG.25759.4	OTHER	0.000695	0.999305	
MSTRG.25796.1	OTHER	0.003146	0.996854	
MSTRG.25796.4	OTHER	0.022437	0.977563	
MSTRG.25818.1	OTHER	0.000899	0.999101	
MSTRG.25818.2	OTHER	0.005553	0.994447	
MSTRG.25823.1	OTHER	0.000728	0.999272	
MSTRG.25987.4	OTHER	0.000217	0.999783	
MSTRG.26017.1	OTHER	0.000640	0.999360	
MSTRG.26017.2	OTHER	0.005274	0.994726	
MSTRG.26017.8	OTHER	0.000431	0.999569	
MSTRG.26017.9	OTHER	0.000709	0.999291	
MSTRG.26228.1	OTHER	0.013903	0.986097	
MSTRG.26228.2	OTHER	0.001667	0.998333	
MSTRG.27296.1	OTHER	0.000770	0.999230	
MSTRG.27296.4	OTHER	0.004139	0.995861	
MSTRG.27297.1	OTHER	0.000817	0.999183	
MSTRG.27297.3	OTHER	0.000371	0.999629	
MSTRG.27297.4	OTHER	0.006803	0.993197	
MSTRG.27297.5	OTHER	0.008059	0.991941	
MSTRG.27634.1	OTHER	0.000543	0.999457	
MSTRG.27696.1	SP(Sec/SPI)	0.635289	0.364711	CS pos: 28-29. TLC-FH. Pr: 0.1640
MSTRG.27696.5	OTHER	0.045643	0.954357	
MSTRG.282.3	OTHER	0.000369	0.999631	
MSTRG.28508.10	OTHER	0.048111	0.951889	
MSTRG.28508.13	OTHER	0.010842	0.989158	
MSTRG.29039.1	OTHER	0.000962	0.999038	
MSTRG.29254.3	OTHER	0.001298	0.998702	
MSTRG.30499.2	OTHER	0.025666	0.974334	
MSTRG.30499.3	OTHER	0.105219	0.894781	
MSTRG.31456.1	OTHER	0.001006	0.998994	
MSTRG.31522.8	OTHER	0.014930	0.985070	
MSTRG.31598.1	OTHER	0.000817	0.999183	
MSTRG.31598.2	OTHER	0.000817	0.999183	
MSTRG.31977.11	OTHER	0.072068	0.927932	
MSTRG.31977.2	OTHER	0.004306	0.995694	
MSTRG.327.1	OTHER	0.001943	0.998057	
MSTRG.33113.1	OTHER	0.000995	0.999005	
MSTRG.33113.3	OTHER	0.001630	0.998370	
MSTRG.34302.6	OTHER	0.006016	0.993984	
MSTRG.34398.3	OTHER	0.002496	0.997504	
MSTRG.34398.5	OTHER	0.008564	0.991436	
MSTRG.34447.1	OTHER	0.001356	0.998644	
MSTRG.34845.1	OTHER	0.000848	0.999152	
MSTRG.34845.4	OTHER	0.013163	0.986837	
MSTRG.34845.5	OTHER	0.002443	0.997557	
MSTRG.34845.7	OTHER	0.002617	0.997383	
MSTRG.34845.8	OTHER	0.000729	0.999271	
MSTRG.34897.3	OTHER	0.111272	0.888728	
MSTRG.35238.2	OTHER	0.001608	0.998392	
MSTRG.35275.3	OTHER	0.001174	0.998826	
MSTRG.35990.1	OTHER	0.025877	0.974123	
MSTRG.35990.7	OTHER	0.007975	0.992025	
MSTRG.36044.1	SP(Sec/SPI)	0.975438	0.024562	CS pos: 27-28. SEA-EV. Pr: 0.6984
MSTRG.36127.1	OTHER	0.001745	0.998255	
MSTRG.36127.5	OTHER	0.012382	0.987618	
MSTRG.36140.1	SP(Sec/SPI)	0.921769	0.078231	CS pos: 26-27. AHA-CP. Pr: 0.7549
MSTRG.36285.4	OTHER	0.002864	0.997136	
MSTRG.36285.5	OTHER	0.044473	0.955527	
MSTRG.36285.6	OTHER	0.002864	0.997136	
MSTRG.36500.1	OTHER	0.450214	0.549786	
MSTRG.36885.9	OTHER	0.001811	0.998189	
MSTRG.37851.1	OTHER	0.001301	0.998699	
MSTRG.37851.3	OTHER	0.009810	0.990190	
MSTRG.37969.1	OTHER	0.002358	0.997642	
MSTRG.38308.5	OTHER	0.000788	0.999212	
MSTRG.38308.9	OTHER	0.002183	0.997817	
MSTRG.38509.3	OTHER	0.002214	0.997786	
MSTRG.38675.1	OTHER	0.005694	0.994306	
MSTRG.39041.1	OTHER	0.001808	0.998192	
MSTRG.39067.5	OTHER	0.006345	0.993655	
MSTRG.39142.1	OTHER	0.003363	0.996637	
MSTRG.39142.5	OTHER	0.011409	0.988591	
MSTRG.39142.6	OTHER	0.018500	0.981500	
MSTRG.39142.7	OTHER	0.268735	0.731265	
MSTRG.39836.3	OTHER	0.007791	0.992209	
MSTRG.40067.1	SP(Sec/SPI)	0.963936	0.036064	CS pos: 26-27. ISA-QN. Pr: 0.9191
MSTRG.40461.2	OTHER	0.002790	0.997210	
MSTRG.41160.4	OTHER	0.061712	0.938288	
MSTRG.41306.3	OTHER	0.174497	0.825503	
MSTRG.41306.4	OTHER	0.018348	0.981652	
MSTRG.41681.1	OTHER	0.017454	0.982546	
MSTRG.4191.3	OTHER	0.004483	0.995517	
MSTRG.42169.1	OTHER	0.008484	0.991516	
MSTRG.42994.1	OTHER	0.001299	0.998701	
MSTRG.42994.2	OTHER	0.000308	0.999692	
MSTRG.43146.3	OTHER	0.001490	0.998510	
MSTRG.43337.1	OTHER	0.000992	0.999008	
MSTRG.43337.2	OTHER	0.000332	0.999668	
MSTRG.43519.1	OTHER	0.003072	0.996928	
MSTRG.44612.21	OTHER	0.001033	0.998967	
MSTRG.44612.24	OTHER	0.006779	0.993221	
MSTRG.4492.1	OTHER	0.000917	0.999083	
MSTRG.4492.2	OTHER	0.002819	0.997181	
MSTRG.4492.3	OTHER	0.005717	0.994283	
MSTRG.4492.6	OTHER	0.022577	0.977423	
MSTRG.4492.8	OTHER	0.010296	0.989704	
MSTRG.46382.1	OTHER	0.000302	0.999698	
MSTRG.46815.1	OTHER	0.000504	0.999496	
MSTRG.47237.3	OTHER	0.121331	0.878669	
MSTRG.47960.1	OTHER	0.001211	0.998789	
MSTRG.48101.1	OTHER	0.000682	0.999318	
MSTRG.48101.3	OTHER	0.002062	0.997938	
MSTRG.48735.6	OTHER	0.000939	0.999061	
MSTRG.48735.9	OTHER	0.003811	0.996189	
MSTRG.48744.2	OTHER	0.285350	0.714650	
MSTRG.48744.9	OTHER	0.001477	0.998523	
MSTRG.49671.3	OTHER	0.000271	0.999729	
MSTRG.49863.1	OTHER	0.000257	0.999743	
MSTRG.49863.3	OTHER	0.002054	0.997946	
MSTRG.50896.3	OTHER	0.006094	0.993906	
MSTRG.50896.4	OTHER	0.000134	0.999866	
MSTRG.50912.3	OTHER	0.001081	0.998919	
MSTRG.51431.5	OTHER	0.329001	0.670999	
MSTRG.51463.1	OTHER	0.004803	0.995197	
MSTRG.5178.6	OTHER	0.081781	0.918219	
MSTRG.52506.24	OTHER	0.000540	0.999460	
MSTRG.53229.1	OTHER	0.004869	0.995131	
MSTRG.53229.2	OTHER	0.004869	0.995131	
MSTRG.54550.4	OTHER	0.000758	0.999242	
MSTRG.55895.1	OTHER	0.000354	0.999646	
MSTRG.56459.12	OTHER	0.005402	0.994598	
MSTRG.56459.9	OTHER	0.000794	0.999206	
MSTRG.56569.1	OTHER	0.441343	0.558657	
MSTRG.56569.4	OTHER	0.305199	0.694801	
MSTRG.56696.2	OTHER	0.000968	0.999032	
MSTRG.56783.3	OTHER	0.001556	0.998444	
MSTRG.56783.6	OTHER	0.002190	0.997810	
MSTRG.57151.5	OTHER	0.002121	0.997879	
MSTRG.57158.1	OTHER	0.000752	0.999248	
MSTRG.57340.1	OTHER	0.005391	0.994609	
MSTRG.57497.1	SP(Sec/SPI)	0.741948	0.258052	CS pos: 28-29. LNG-HL. Pr: 0.5392
MSTRG.57806.10	OTHER	0.000341	0.999659	
MSTRG.57806.5	OTHER	0.000390	0.999610	
MSTRG.59016.1	OTHER	0.001158	0.998842	
MSTRG.59016.6	OTHER	0.000829	0.999171	
MSTRG.59016.7	OTHER	0.001734	0.998266	
MSTRG.59110.1	SP(Sec/SPI)	0.908160	0.091840	CS pos: 20-21. VST-AQ. Pr: 0.3733
MSTRG.5939.8	OTHER	0.069884	0.930116	
MSTRG.59415.2	OTHER	0.016794	0.983206	
MSTRG.59451.4	OTHER	0.001785	0.998215	
MSTRG.59475.1	SP(Sec/SPI)	0.914754	0.085246	CS pos: 18-19. TRG-RH. Pr: 0.7324
MSTRG.59475.3	OTHER	0.009646	0.990354	
MSTRG.59871.1	OTHER	0.004446	0.995554	
MSTRG.59887.1	OTHER	0.000448	0.999552	
MSTRG.60240.2	SP(Sec/SPI)	0.994560	0.005440	CS pos: 20-21. ARC-SH. Pr: 0.7277
MSTRG.61181.3	OTHER	0.001444	0.998556	
MSTRG.61278.1	OTHER	0.000748	0.999252	
MSTRG.61278.5	OTHER	0.001681	0.998319	
MSTRG.6153.1	OTHER	0.001961	0.998039	
MSTRG.61915.3	OTHER	0.000892	0.999108	
MSTRG.62143.1	OTHER	0.000973	0.999027	
MSTRG.62208.10	OTHER	0.000649	0.999351	
MSTRG.62208.5	OTHER	0.001261	0.998739	
MSTRG.63569.5	OTHER	0.001925	0.998075	
MSTRG.63607.1	SP(Sec/SPI)	0.956328	0.043672	CS pos: 21-22. VMS-QD. Pr: 0.6924
MSTRG.63615.1	OTHER	0.000628	0.999372	
MSTRG.63615.12	OTHER	0.002810	0.997190	
MSTRG.63615.5	OTHER	0.020208	0.979792	
MSTRG.63615.8	OTHER	0.001646	0.998354	
MSTRG.63615.9	OTHER	0.112872	0.887128	
MSTRG.63628.1	OTHER	0.458158	0.541842	
MSTRG.63866.1	OTHER	0.015551	0.984449	
MSTRG.64153.7	OTHER	0.000569	0.999431	
MSTRG.64158.3	OTHER	0.001059	0.998941	
MSTRG.64260.16	OTHER	0.008776	0.991224	
MSTRG.64260.19	OTHER	0.088449	0.911551	
MSTRG.65708.9	OTHER	0.010450	0.989550	
MSTRG.65839.1	OTHER	0.000902	0.999098	
MSTRG.66494.5	OTHER	0.000961	0.999039	
MSTRG.66790.4	OTHER	0.047399	0.952601	
MSTRG.66790.5	SP(Sec/SPI)	0.832338	0.167662	CS pos: 23-24. SSS-SL. Pr: 0.2729
MSTRG.66951.3	OTHER	0.000607	0.999393	
MSTRG.66951.8	OTHER	0.003599	0.996401	
MSTRG.67248.2	OTHER	0.003757	0.996243	
MSTRG.673.2	OTHER	0.236402	0.763598	
MSTRG.68131.1	OTHER	0.000806	0.999194	
MSTRG.68131.3	OTHER	0.000443	0.999557	
MSTRG.68425.2	OTHER	0.000719	0.999281	
MSTRG.68425.3	OTHER	0.001616	0.998384	
MSTRG.68425.4	OTHER	0.000874	0.999126	
MSTRG.68585.2	OTHER	0.002813	0.997187	
MSTRG.68614.1	OTHER	0.001940	0.998060	
MSTRG.68614.3	OTHER	0.004632	0.995368	
MSTRG.68867.5	OTHER	0.022317	0.977683	
MSTRG.68867.8	OTHER	0.000399	0.999601	
MSTRG.68879.1	OTHER	0.000931	0.999069	
MSTRG.68879.12	OTHER	0.001146	0.998854	
MSTRG.68879.3	OTHER	0.002877	0.997123	
MSTRG.68977.6	OTHER	0.010241	0.989759	
MSTRG.69459.8	OTHER	0.002312	0.997688	
MSTRG.69822.3	SP(Sec/SPI)	0.673740	0.326260	CS pos: 23-24. VSA-SS. Pr: 0.4558
MSTRG.69822.5	OTHER	0.001843	0.998157	
MSTRG.70430.1	OTHER	0.000678	0.999322	
MSTRG.70510.3	OTHER	0.002109	0.997891	
MSTRG.71491.1	OTHER	0.001369	0.998631	
MSTRG.71498.4	OTHER	0.001395	0.998605	
MSTRG.75456.2	OTHER	0.000556	0.999444	
MSTRG.760.1	OTHER	0.000931	0.999069	
MSTRG.760.3	OTHER	0.000420	0.999580	
MSTRG.760.7	OTHER	0.015651	0.984349	
MSTRG.76274.1	OTHER	0.008828	0.991172	
MSTRG.76274.2	OTHER	0.009160	0.990840	
MSTRG.76668.1	OTHER	0.000753	0.999247	
MSTRG.76668.10	OTHER	0.003692	0.996308	
MSTRG.77069.1	SP(Sec/SPI)	0.988382	0.011618	CS pos: 15-16. GWT-TP. Pr: 0.3931
MSTRG.77127.1	OTHER	0.000760	0.999240	
MSTRG.77140.1	OTHER	0.029135	0.970865	
MSTRG.77140.3	OTHER	0.000531	0.999469	
MSTRG.77140.5	OTHER	0.000809	0.999191	
MSTRG.77453.1	OTHER	0.002290	0.997710	
MSTRG.77467.1	OTHER	0.000547	0.999453	
MSTRG.77467.2	OTHER	0.003676	0.996324	
MSTRG.77467.3	OTHER	0.001441	0.998559	
MSTRG.77837.1	OTHER	0.001064	0.998936	
MSTRG.78333.1	OTHER	0.000485	0.999515	
MSTRG.78342.1	OTHER	0.051208	0.948792	
MSTRG.78342.2	OTHER	0.000257	0.999743	
MSTRG.78342.5	OTHER	0.000778	0.999222	
MSTRG.78639.1	OTHER	0.002777	0.997223	
MSTRG.78837.1	OTHER	0.181208	0.818792	
MSTRG.78837.2	OTHER	0.016617	0.983383	
MSTRG.78837.4	OTHER	0.001212	0.998788	
MSTRG.79301.1	OTHER	0.002684	0.997316	
MSTRG.7980.1	OTHER	0.000439	0.999561	
MSTRG.7986.1	OTHER	0.002288	0.997712	
MSTRG.79991.1	OTHER	0.000718	0.999282	
MSTRG.80084.1	OTHER	0.000481	0.999519	
MSTRG.80117.1	OTHER	0.005079	0.994921	
MSTRG.81342.1	OTHER	0.000889	0.999111	
MSTRG.83763.1	OTHER	0.001731	0.998269	
MSTRG.83763.3	OTHER	0.014655	0.985345	
MSTRG.83763.6	OTHER	0.005714	0.994286	
MSTRG.83763.7	SP(Sec/SPI)	0.573635	0.426365	CS pos: 33-34. STA-YP. Pr: 0.2358
MSTRG.84616.1	OTHER	0.001271	0.998729	
MSTRG.84912.1	OTHER	0.099499	0.900501	
MSTRG.84933.1	OTHER	0.075202	0.924798	
MSTRG.84933.7	OTHER	0.051122	0.948878	
MSTRG.84933.9	OTHER	0.001240	0.998760	
MSTRG.85075.1	OTHER	0.003851	0.996149	
MSTRG.85075.9	OTHER	0.116462	0.883538	
MSTRG.86029.1	OTHER	0.008311	0.991689	
MSTRG.86029.13	OTHER	0.000680	0.999320	
MSTRG.86029.4	OTHER	0.065314	0.934686	
MSTRG.86029.6	OTHER	0.002797	0.997203	
MSTRG.86108.1	OTHER	0.014141	0.985859	
MSTRG.86608.1	OTHER	0.156826	0.843174	
MSTRG.86608.4	OTHER	0.014667	0.985333	
MSTRG.86912.1	OTHER	0.000354	0.999646	
MSTRG.87592.7	OTHER	0.004625	0.995375	
MSTRG.87627.1	OTHER	0.000748	0.999252	
MSTRG.87823.3	OTHER	0.248710	0.751290	
MSTRG.88216.1	OTHER	0.001884	0.998116	
MSTRG.89235.1	OTHER	0.029656	0.970344	
MSTRG.89235.4	SP(Sec/SPI)	0.877453	0.122547	CS pos: 13-14. TSC-DL. Pr: 0.4112
MSTRG.90112.15	OTHER	0.001120	0.998880	
MSTRG.90294.1	OTHER	0.008350	0.991650	
MSTRG.90294.2	SP(Sec/SPI)	0.954843	0.045157	CS pos: 19-20. VCC-QL. Pr: 0.4762
MSTRG.90294.9	OTHER	0.006318	0.993682	
MSTRG.90386.5	OTHER	0.133412	0.866588	
MSTRG.90506.12	OTHER	0.046578	0.953422	
MSTRG.90506.13	OTHER	0.006963	0.993037	
MSTRG.90506.4	OTHER	0.002083	0.997917	
MSTRG.90506.7	OTHER	0.000458	0.999542	
MSTRG.90506.8	OTHER	0.000637	0.999363	
MSTRG.91317.10	SP(Sec/SPI)	0.629460	0.370540	CS pos: 18-19. AES-QF. Pr: 0.5608
MSTRG.91317.11	OTHER	0.001601	0.998399	
MSTRG.91317.12	OTHER	0.027833	0.972167	
MSTRG.91317.14	OTHER	0.000469	0.999531	
MSTRG.91317.5	OTHER	0.059061	0.940939	
MSTRG.91317.9	OTHER	0.000825	0.999175	
MSTRG.91368.4	OTHER	0.004304	0.995696	
MSTRG.93193.1	OTHER	0.000726	0.999274	
MSTRG.93193.11	OTHER	0.001262	0.998738	
MSTRG.93193.13	OTHER	0.039803	0.960197	
MSTRG.93193.9	OTHER	0.025000	0.975000	
MSTRG.93542.3	OTHER	0.002570	0.997430	
MSTRG.9376.4	OTHER	0.000146	0.999854	
MSTRG.94347.2	OTHER	0.332327	0.667673	
MSTRG.94520.10	OTHER	0.007298	0.992702	
MSTRG.95503.1	OTHER	0.000695	0.999305	
MSTRG.95548.1	OTHER	0.002359	0.997641	
MSTRG.95548.2	OTHER	0.001398	0.998602	
MSTRG.95548.3	OTHER	0.047523	0.952477	
MSTRG.95548.4	OTHER	0.002460	0.997540	
MSTRG.95548.5	OTHER	0.000434	0.999566	
MSTRG.96961.1	SP(Sec/SPI)	0.960466	0.039534	CS pos: 24-25. AYS-NY. Pr: 0.7972
MSTRG.98486.1	OTHER	0.003074	0.996926	
MSTRG.99866.2	OTHER	0.000783	0.999217	
