"","zfin_id_symbol","Mouse.Symbol"
"6209","myo5b","Myo5b"
"6211","pdzk1","Pdzk1"
"6212","pde7a","Pde7a"
"6214","ivns1abpa","Ivns1abp"
"6216","fosab","Fos"
"6218","hadhaa","Hadha"
"6220","pxna","Pxn"
"6223","npb","Npb"
"6225","scap","Scap"
"6227","chrnb3a","Chrnb3"
"6229","baiap2l2a","Baiap2l2"
"6231","chrna2a","Chrna2"
"6235","chrna7a","Chrna7"
"6238","vezf1a","Vezf1"
"6240","xirp2a","Xirp2"
"6243","ing3","Ing3"
"6245","sox7","Sox7"
"6248","rps24","Rps24"
"6249","pnocb","Pnoc"
"6252","tal2","Tal2"
"6253","ndel1a","Ndel1"
"6254","dnaja3b","Dnaja3"
"6257","ahcyl2b","Ahcyl2"
"6260","arpc1a","Arpc1a"
"6262","pafah1b1a","Pafah1b1"
"6266","pafah1b1b","Pafah1b1"
"6270","bmi1b","Bmi1"
"6272","nfkbil1","Nfkbil1"
"6273","gfi1ab","Gfi1"
"6276","aldh9a1b","Aldh9a1"
"6278","eif4a1b","Eif4a1"
"6280","mapk3","Mapk3"
"6282","sh3gl2a","Sh3gl2"
"6286","sh3gl3b","Sh3gl3"
"6289","arcn1b","Arcn1"
"6291","rab5ab","Rab5a"
"6295","arf2a","Arf2"
"6297","ywhaqa","Ywhaq"
"6299","cdkn1ca","Cdkn1c"
"6301","trim71","Trim71"
"6302","sh3yl1","Sh3yl1"
"6304","fgfrl1a","Fgfrl1"
"6308","insig2","Insig2"
"6309","mdh1aa","Mdh1"
"6311","fhl1a","Fhl1"
"6314","cyp17a1","Cyp17a1"
"6316","psenen","Psenen"
"6317","has1","Has1"
"6318","sarm1","Sarm1"
"6319","tlr9","Tlr9"
"6323","tlr7","Tlr7"
"6327","tlr8b","Tlr8"
"6328","tlr8a","Tlr8"
"6332","tlr5a","Tlr5"
"6334","ticam1","Ticam1"
"6337","myd88","Myd88"
"6339","tirap","Tirap"
"6340","il1rapl2","Il1rapl2"
"6341","tlr2","Tlr2"
"6346","tlr3","Tlr3"
"6350","tlr1","Tlr1"
"6355","med17","Med17"
"6357","dab2","Dab2"
"6359","sh3bp4a","Sh3bp4"
"6361","vegfc","Vegfc"
"6363","nos2a","Nos2"
"6365","traf4b","Traf4"
"6369","traf4a","Traf4"
"6372","casc3","Casc3"
"6374","pik3r2","Pik3r2"
"6376","myf6","Myf6"
"6381","rtn4r","Rtn4r"
"6382","rtn4rl2b","Rtn4rl2"
"6383","rtn4rl1b","Rtn4rl1"
"6385","rtn4rl2a","Rtn4rl2"
"6387","sfrp1a","Sfrp1"
"6391","gja10b","Gja10"
"6394","dcps","Dcps"
"6397","ccna1","Ccna1"
"6399","crim1","Crim1"
"6401","cnr1","Cnr1"
"6405","oprl1","Oprl1"
"6408","chst11","Chst11"
"6410","rem1","Rem1"
"6412","fgf2","Fgf2"
"6414","aplp1","Aplp1"
"6415","igfbp5b","Igfbp5"
"6421","pdcl3","Pdcl3"
"6423","rhoab","Rhoa"
"6424","ric3b","Ric3"
"6425","uros","Uros"
"6427","hcrt","Hcrt"
"6429","bnip3lb","Bnip3l"
"6431","zcchc17","Zcchc17"
"6433","aanat1","Aanat"
"6436","cbx4","Cbx4"
"6438","pou4f2","Pou4f2"
"6440","hmgcra","Hmgcr"
"6442","chst14","Chst14"
"6443","cbx8a","Cbx8"
"6445","gjb8","Gjb6"
"6446","gjb10","Gjb4"
"6447","cherp","Cherp"
"6449","elovl5","Elovl5"
"6452","gja5a","Gja5"
"6455","mnx1","Mnx1"
"6457","igfbp3","Igfbp3"
"6464","eif4ea","Eif4e"
"6465","per1b","Per1"
"6467","alpl","Alpl"
"6470","hsd17b4","Hsd17b4"
"6473","dand5","Dand5"
"6475","rapgef1b","Rapgef1"
"6477","trim63b","Trim63"
"6479","psmd13","Psmd13"
"6481","sigmar1","Sigmar1"
"6483","idh3a","Idh3a"
"6486","sept7a","Septin7"
"6488","gtf3c6","Gtf3c6"
"6489","fus","Fus"
"6492","qars1","Qars"
"6493","slc46a1","Slc46a1"
"6495","use1","Use1"
"6496","polr3d","Polr3d"
"6497","zgc:56409","E130309D02Rik"
"6498","ttc4","Ttc4"
"6500","rnf181","Rnf181"
"6502","naalad2","Naalad2"
"6504","rae1","Rae1"
"6505","snapc1a","Snapc1"
"6507","siae","Siae"
"6509","rpl34","Rpl34"
"6511","nol12","Nol12"
"6513","dtnbp1a","Dtnbp1"
"6515","nipsnap3a","Nipsnap3a"
"6517","psmd6","Psmd6"
"6519","eif2b3","Eif2b3"
"6521","fbxo32","Fbxo32"
"6525","mrpl45","Mrpl45"
"6527","nme4","Nme4"
"6529","slc15a4","Slc15a4"
"6531","pwp1","Pwp1"
"6533","ddrgk1","Ddrgk1"
"6535","sh2d3cb","Sh2d3c"
"6537","ttc9c","Ttc9c"
"6539","uap1l1","Uap1l1"
"6541","yipf5","Yipf5"
"6543","sh3bgrl3","Sh3bgrl3"
"6545","imp3","Imp3"
"6546","clstn1","Clstn1"
"6547","mrpl14","Mrpl14"
"6548","lmcd1","Lmcd1"
"6549","hps4","Hps4"
"6551","chuk","Chuk"
"6552","rom1b","Rom1"
"6554","pelo","Pelo"
"6555","eif3g","Eif3g"
"6557","zgc:56556","6030458C11Rik"
"6559","mad1l1","Mad1l1"
"6561","rtraf","Rtraf"
"6563","bbs5","Bbs5"
"6565","piga","Piga"
"6567","arl6ip1","Arl6ip1"
"6569","rnaseh2b","Rnaseh2b"
"6571","asns","Asns"
"6574","ebag9","Ebag9"
"6576","tra2b","Tra2b"
"6578","slc25a10","Slc25a10"
"6580","ppil2","Ppil2"
"6582","maco1a","Maco1"
"6584","ociad1","Ociad1"
"6586","rps21","Rps21"
"6588","ap2m1b","Ap2m1"
"6590","srp9","Srp9"
"6592","vps26a","Vps26a"
"6594","eif1b","Eif1"
"6598","snrpe","Snrpe"
"6599","znhit3","Znhit3"
"6601","cwc27","Cwc27"
"6603","ankrd22","Ankrd22"
"6605","dnajb6b","Dnajb6"
"6607","tspan31","Tspan31"
"6609","ndufa6","Ndufa6"
"6611","fbxo30b","Fbxo30"
"6613","zgc:63470","AI837181"
"6614","tmem30c","Tmem30c"
"6616","pik3cd","Pik3cd"
"6618","itga9","Itga9"
"6619","chad","Chad"
"6620","ranbp3a","Ranbp3"
"6622","etnppl","Etnppl"
"6624","zbtb7b","Zbtb7b"
"6626","efna1a","Efna1"
"6628","stk10","Stk10"
"6630","irf6","Irf6"
"6636","stoml2","Stoml2"
"6638","camkvb","Camkv"
"6640","cxxc1a","Cxxc1"
"6642","atp6v1aa","Atp6v1a"
"6644","dhx38","Dhx38"
"6646","traf3ip1","Traf3ip1"
"6648","atg13","Atg13"
"6650","ints6l","Ints6l"
"6652","xpnpep2","Xpnpep2"
"6654","asl","Asl"
"6656","cep63","Cep63"
"6658","enpp2","Enpp2"
"6662","slc39a10","Slc39a10"
"6665","exoc2","Exoc2"
"6667","cisd1","Cisd1"
"6669","ufl1","Ufl1"
"6671","cnot4b","Cnot4"
"6672","znf800b","Zfp800"
"6674","mpv17","Mpv17"
"6676","gpsm2","Gpsm2"
"6678","plppr2a","Plppr2"
"6680","pacc1","Pacc1"
"6684","gps2","Gps2"
"6686","pcolce2b","Pcolce2"
"6688","prkcbb","Prkcb"
"6691","aldh4a1","Aldh4a1"
"6693","nup98","Nup98"
"6695","foxl1","Foxl1"
"6696","swap70a","Swap70"
"6698","cyp46a1.2","Cyp46a1"
"6700","klhl24b","Klhl24"
"6701","fam91a1","Fam91a1"
"6703","maco1b","Maco1"
"6705","aqr","Aqr"
"6707","tbl1xr1b","Tbl1xr1"
"6709","ptpn2a","Ptpn2"
"6712","tbc1d5","Tbc1d5"
"6714","stimate","Stimate"
"6716","eif1ad","Eif1ad"
"6717","hacd3","Hacd3"
"6719","rasl12","Rasl12"
"6721","coro6","Coro6"
"6723","xrn1","Xrn1"
"6725","crispld1b","Crispld1"
"6727","xpa","Xpa"
"6728","pygmb","Pygm"
"6730","mtmr4","Mtmr4"
"6732","cep89","Cep89"
"6734","ube3c","Ube3c"
"6736","ralgps2","Ralgps2"
"6738","slc35d1b","Slc35d1"
"6740","cdc14aa","Cdc14a"
"6744","fbxo30a","Fbxo30"
"6746","pigb","Pigb"
"6747","zmynd10","Zmynd10"
"6748","ypel5","Ypel5"
"6749","ascc2","Ascc2"
"6750","cyp46a1.4","Cyp46a1"
"6752","rxfp2a","Rxfp2"
"6754","eif2d","Eif2d"
"6756","lrfn1","Lrfn1"
"6757","arhgap4a","Arhgap4"
"6759","dync2li1","Dync2li1"
"6761","sord","Sord"
"6763","tmem218","Tmem218"
"6765","znf507","Zfp507"
"6767","vps4b","Vps4b"
"6769","pdcd2","Pdcd2"
"6773","golga1","Golga1"
"6775","dnajc5gb","Dnajc5g"
"6777","hao2","Hao2"
"6779","mvb12a","Mvb12a"
"6780","slc33a1","Slc33a1"
"6782","hpcal1","Hpcal1"
"6784","gys1","Gys1"
"6786","rars2","Rars2"
"6788","pgm1","Pgm1"
"6790","def6a","Def6"
"6791","lratd1","Lratd1"
"6793","zgpat","Zgpat"
"6795","armh3","Armh3"
"6797","slc25a39","Slc25a39"
"6799","tbc1d23","Tbc1d23"
"6802","ldlrb","Ldlr"
"6804","papolg","Papolg"
"6806","bcas3","Bcas3"
"6808","ddx39b","Ddx39b"
"6811","dus3l","Dus3l"
"6812","aldh2.1","Aldh2"
"6816","capn1a","Capn1"
"6818","wdr46","Wdr46"
"6820","tbc1d19","Tbc1d19"
"6822","tmem68","Tmem68"
"6824","msi2b","Msi2"
"6827","alg9","Alg9"
"6829","ppp1r8b","Ppp1r8"
"6831","ddb1","Ddb1"
"6832","hyi","Hyi"
"6834","sox4b","Sox4"
"6837","foxm1","Foxm1"
"6839","dctn2","Dctn2"
"6841","maff","Maff"
"6843","arpp19a","Arpp19"
"6845","six6a","Six6"
"6847","riox2","Riox2"
"6849","ap4b1","Ap4b1"
"6850","tspan12","Tspan12"
"6852","zgc:63882","2310033P09Rik"
"6854","chordc1b","Chordc1"
"6855","plekhf1","Plekhf1"
"6857","slc25a27","Slc25a27"
"6859","ube2nb","Ube2n"
"6860","rnf144b","Rnf144b"
"6861","mtfp1","Mtfp1"
"6862","srfb","Srf"
"6864","gpr19","Gpr19"
"6866","cyp7a1","Cyp7a1"
"6868","kcnk5b","Kcnk5"
"6870","pias4b","Pias4"
"6874","efhc1","Efhc1"
"6876","zdhhc16b","Zdhhc16"
"6878","tmed5","Tmed5"
"6880","diabloa","Diablo"
"6882","tmem54a","Tmem54"
"6884","cldn15a","Cldn15"
"6886","pdcd6","Pdcd6"
"6887","cdc73","Cdc73"
"6889","gnai1","Gnai1"
"6891","slc22a7b.1","Slc22a7"
"6893","ero1a","Ero1a"
"6895","tnfaip8l3","Tnfaip8l3"
"6899","rtn4ip1","Rtn4ip1"
"6902","nudt21","Nudt21"
"6905","ucp3","Ucp3"
"6908","apbb1ip","Apbb1ip"
"6910","ptger2a","Ptger2"
"6913","st3gal3a","St3gal3"
"6916","derl3","Derl3"
"6918","oser1","Oser1"
"6919","psmc2","Psmc2"
"6921","arrb2b","Arrb2"
"6924","ubl7b","Ubl7"
"6926","eps8l3b","Eps8l3"
"6928","tmem106ba","Tmem106b"
"6930","rhoca","Rhoc"
"6933","rassf8b","Rassf8"
"6935","hsd17b3","Hsd17b3"
"6937","prelid1a","Prelid1"
"6939","abhd14b","Abhd14b"
"6940","slc5a12","Slc5a12"
"6942","ralaa","Rala"
"6944","tmem134","Tmem134"
"6945","bokb","Bok"
"6947","sft2d1","Sft2d1"
"6949","prkacba","Prkacb"
"6952","prkcba","Prkcb"
"6955","cul4a","Cul4a"
"6957","tnfaip8l2b","Tnfaip8l2"
"6961","stx8","Stx8"
"6963","lipca","Lipc"
"6966","fibpa","Fibp"
"6968","slc16a9a","Slc16a9"
"6970","slx4ip","Slx4ip"
"6972","fermt3b","Fermt3"
"6974","grinab","Grina"
"6979","flot2b","Flot2"
"6981","spata6l","Spata6l"
"6983","slc44a4","Slc44a4"
"6986","mis12","Mis12"
"6988","xylb","Xylb"
"6990","chmp5b","Chmp5"
"6992","sh3bgrl","Sh3bgrl"
"6994","snx15","Snx15"
"6995","spop","Spop"
"6998","clcnk","Clcnka"
"7000","clcnk","Clcnkb"
"7002","cybb","Cybb"
"7004","mif4gda","Mif4gd"
"7006","kcmf1","Kcmf1"
"7008","elof1","Elof1"
"7010","tmem231","Tmem231"
"7012","ggt1a","Ggt1"
"7014","ccdc25","Ccdc25"
"7016","stn1","Stn1"
"7019","tra2a","Tra2a"
"7021","nek4","Nek4"
"7023","pigm","Pigm"
"7024","gpr39","Gpr39"
"7025","fam172a","Fam172a"
"7027","cpne5b","Cpne5"
"7029","bag2","Bag2"
"7031","tpst2","Tpst2"
"7033","cacng2a","Cacng2"
"7035","wipi1","Wipi1"
"7037","adprm","Adprm"
"7040","slc30a4","Slc30a4"
"7043","tle5","Tle5"
"7045","slc18a3b","Slc18a3"
"7048","bhlhe22","Bhlhe22"
"7049","ildr1a","Ildr1"
"7050","bmp5","Bmp5"
"7052","lyar","Lyar"
"7054","srsf10b","Srsf10"
"7057","wdr77","Wdr77"
"7058","pno1","Pno1"
"7060","cct4","Cct4"
"7062","mb","Mb"
"7063","pdcd10a","Pdcd10"
"7066","tsc22d3","Tsc22d3"
"7068","sypl2a","Sypl2"
"7070","ilk","Ilk"
"7074","selenbp1","Selenbp1"
"7077","nr2f1b","Nr2f1"
"7081","ptpn12","Ptpn12"
"7082","slc25a34","Slc25a34"
"7084","cdkal1","Cdkal1"
"7086","psmd3","Psmd3"
"7088","irx2a","Irx2"
"7092","zgc:65873","2410004B18Rik"
"7094","fbxo45","Fbxo45"
"7096","fzd6","Fzd6"
"7097","arpc5la","Arpc5l"
"7099","tfap2e","Tfap2e"
"7102","shox2","Shox2"
"7106","glipr1b","Glipr1"
"7108","qki2","Qk"
"7109","srsf1b","Srsf1"
"7112","onecut1","Onecut1"
"7114","nkain1","Nkain1"
"7116","rasd1","Rasd1"
"7118","purbb","Purb"
"7120","psmd2","Psmd2"
"7122","rps10","Rps10"
"7124","ccdc124","Ccdc124"
"7126","grap2b","Grap2"
"7128","rabgef1","Rabgef1"
"7129","rad23b","Rad23b"
"7131","trip13","Trip13"
"7134","stx3b","Stx3"
"7136","macrod2","Macrod2"
"7138","aprt","Aprt"
"7140","arhgdig","Arhgdig"
"7141","rer1","Rer1"
"7142","polr1c","Polr1c"
"7143","dhrs4","Dhrs4"
"7146","stk17b","Stk17b"
"7148","gadd45aa","Gadd45a"
"7150","gmps","Gmps"
"7152","mtap","Mtap"
"7154","plek","Plek"
"7156","relch","Relch"
"7158","mffa","Mff"
"7161","ppt2a.1","Ppt2"
"7164","asah1b","Asah1"
"7166","slc2a12","Slc2a12"
"7170","mgat1a","Mgat1"
"7172","mboat7","Mboat7"
"7174","slc22a4","Slc22a4"
"7176","irf7","Irf7"
"7181","agfg1b","Agfg1"
"7183","stc1l","Stc1"
"7185","abcc2","Abcc2"
"7188","slc5a1","Slc5a1"
"7190","cyba","Cyba"
"7193","vps28","Vps28"
"7195","lias","Lias"
"7197","snx27b","Snx27"
"7199","mybpha","Mybph"
"7201","ammecr1","Ammecr1"
"7202","ghitm","Ghitm"
"7204","pdhx","Pdhx"
"7206","nrcamb","Nrcam"
"7207","nat10","Nat10"
"7209","pex13","Pex13"
"7211","hnrnpa1a","Hnrnpa1"
"7213","gmppab","Gmppa"
"7215","nae1","Nae1"
"7217","mfn1b","Mfn1"
"7218","ndor1","Ndor1"
"7220","dnm1l","Dnm1l"
"7221","cpeb4a","Cpeb4"
"7223","shmt1","Shmt1"
"7225","prmt7","Prmt7"
"7227","prpf31","Prpf31"
"7229","acsl4a","Acsl4"
"7233","cox6b2","Cox6b2"
"7235","lsm14aa","Lsm14a"
"7237","eftud2","Eftud2"
"7238","phf10","Phf10"
"7240","tm9sf4","Tm9sf4"
"7243","tmem150ab","Tmem150a"
"7245","guca1e","Guca1a"
"7246","htatsf1","Htatsf1"
"7248","rnf25","Rnf25"
"7249","hibadhb","Hibadh"
"7251","ctss1","Ctss"
"7253","thyn1","Thyn1"
"7255","znf143b","Zfp143"
"7257","ccdc43","Ccdc43"
"7259","mxd3","Mxd3"
"7261","lgals2b","Lgals2"
"7263","pank4","Pank4"
"7266","zfand2a","Zfand2a"
"7268","polr1b","Polr1b"
"7271","klc1a","Klc1"
"7273","med27","Med27"
"7275","nup160","Nup160"
"7276","arl2bp","Arl2bp"
"7278","ambp","Ambp"
"7279","ube2d1a","Ube2d1"
"7281","pds5a","Pds5a"
"7284","lbh","Lbh"
"7285","cadm2a","Cadm2"
"7287","sncb","Sncb"
"7289","sars2","Sars2"
"7290","zc3h13","Zc3h13"
"7292","rnf180","Rnf180"
"7294","zdhhc16a","Zdhhc16"
"7297","tmem170a","Tmem170"
"7299","qtrt1","Qtrt1"
"7301","creld2","Creld2"
"7303","ranbp3b","Ranbp3"
"7305","upf3b","Upf3b"
"7307","ndufa11","Ndufa11"
"7309","spag7","Spag7"
"7311","znf277","Zfp277"
"7313","spryd7b","Spryd7"
"7315","hook2","Hook2"
"7317","spef1","Spef1"
"7319","dtx3","Dtx3"
"7322","marveld3","Marveld3"
"7324","mfsd4aa","Mfsd4a"
"7327","fbxo43","Fbxo43"
"7329","ndrg1b","Ndrg1"
"7331","btf3l4","Btf3l4"
"7333","eno1b","Eno1"
"7335","lsm4","Lsm4"
"7337","ckmt2b","Ckmt2"
"7339","cabp5a","Cabp5"
"7340","rims2a","Rims2"
"7342","desi1a","Desi1"
"7344","atp5pd","Atp5h"
"7346","gorasp2","Gorasp2"
"7348","rcvrn3","Rcvrn"
"7349","rlbp1a","Rlbp1"
"7353","cib2","Cib2"
"7356","pde6c","Pde6c"
"7358","lin7a","Lin7a"
"7360","becn1","Becn1"
"7362","paqr3a","Paqr3"
"7364","calb2b","Calb2"
"7365","gid8a","Gid8"
"7367","ndufa13","Ndufa13"
"7369","slc25a3a","Slc25a3"
"7371","pycr1a","Pycr1"
"7373","med30","Med30"
"7375","calb2a","Calb2"
"7376","sap18","Sap18"
"7378","necap1","Necap1"
"7379","hpca","Hpca"
"7381","cops5","Cops5"
"7383","scg5","Scg5"
"7385","ndufa8","Ndufa8"
"7387","ssu72","Ssu72"
"7389","rheb","Rheb"
"7391","ndufb10","Ndufb10"
"7393","gabra6a","Gabra6"
"7395","gnao1b","Gnao1"
"7397","ppa1a","Ppa1"
"7399","mrgbp","Mrgbp"
"7401","jmjd6","Jmjd6"
"7403","faua","Fau"
"7404","abi1a","Abi1"
"7406","exosc4","Exosc4"
"7407","fhit","Fhit"
"7408","skp1","Skp1"
"7410","rgs9b","Rgs9"
"7411","amph","Amph"
"7414","gnb5b","Gnb5"
"7416","ndufv2","Ndufv2"
"7418","pin1","Pin1"
"7419","lypla2","Lypla2"
"7421","rpe65a","Rpe65"
"7422","rps7","Rps7"
"7425","tbcela","Tbcel"
"7426","mid1ip1b","Mid1ip1"
"7429","hsbp1b","Hsbp1"
"7431","slc25a51a","Slc25a51"
"7433","rwdd3","Rwdd3"
"7435","snrkb","Snrk"
"7437","scg3","Scg3"
"7439","uqcc2","Uqcc2"
"7440","arhgap12b","Arhgap12"
"7442","fgf1a","Fgf1"
"7444","dnajc19","Dnajc19"
"7446","gchfr","Gchfr"
"7447","pyroxd1","Pyroxd1"
"7449","ppp1r3cb","Ppp1r3c"
"7451","trappc4","Trappc4"
"7453","rps27.2","Rps27"
"7455","tmem258","Tmem258"
"7457","fscn2b","Fscn2"
"7459","dctpp1","Dctpp1"
"7460","wars1","Wars"
"7462","rmnd5b","Rmnd5b"
"7464","mrpl57","Mrpl57"
"7465","tfdp1b","Tfdp1"
"7467","tbc1d7","Tbc1d7"
"7468","ppcdc","Ppcdc"
"7470","chmp7","Chmp7"
"7472","kcnip3b","Kcnip3"
"7474","chchd10","Chchd10"
"7476","pde6ha","Pde6h"
"7478","xrcc4","Xrcc4"
"7480","ssx2ipa","Ssx2ip"
"7482","gnao1a","Gnao1"
"7484","cap2","Cap2"
"7486","rdh8b","Rdh8"
"7487","ndufb2","Ndufb2"
"7489","rbm18","Rbm18"
"7491","rom1a","Rom1"
"7493","elovl4a","Elovl4"
"7498","romo1","Romo1"
"7500","tmem126a","Tmem126a"
"7502","tmem126a","Tmem126b"
"7504","fam3a","Fam3a"
"7506","clu","Clu"
"7509","cox4i2","Cox4i2"
"7511","rprmb","Rprm"
"7514","mix23","Ccdc58"
"7516","ndufb6","Ndufb6"
"7518","dpm3","Dpm3"
"7521","ppp1r14ab","Ppp1r14a"
"7523","cfap20","Cfap20"
"7524","fkbp1b","Fkbp1b"
"7526","ca7","Car7"
"7528","pcbd1","Pcbd1"
"7529","rps25","Rps25"
"7531","arl13a","Arl13a"
"7534","uqcrc1","Uqcrc1"
"7536","fgf13b","Fgf13"
"7538","txn2","Txn2"
"7542","cbr4","Cbr4"
"7544","stard10","Stard10"
"7546","srsf7a","Srsf7"
"7547","pigf","Pigf"
"7549","scamp1","Scamp1"
"7550","evlb","Evl"
"7552","thumpd1","Thumpd1"
"7554","fam126a","Fam126a"
"7556","hmox1b","Hmox1"
"7558","tmem88a","Tmem88"
"7560","insm1a","Insm1"
"7562","rcor2","Rcor2"
"7564","ppp1r2","Ppp1r2"
"7566","znf410","Zfp410"
"7568","ino80e","Ino80e"
"7569","pdpk1b","Pdpk1"
"7571","nptnb","Nptn"
"7573","plpp7a","Plpp7"
"7575","sp6","Sp6"
"7577","irx4a","Irx4"
"7580","atad3","Atad3a"
"7583","plxnd1","Plxnd1"
"7585","wbp11","Wbp11"
"7586","wbp1","Wbp1"
"7588","eepd1","Eepd1"
"7590","snx16","Snx16"
"7591","fastkd1","Fastkd1"
"7593","bace1","Bace1"
"7596","c1ql3b","C1ql3"
"7598","tmem62","Tmem62"
"7599","slc30a6","Slc30a6"
"7601","lhfpl2a","Lhfpl2"
"7603","slc30a1a","Slc30a1"
"7606","dusp8a","Dusp8"
"7608","scp2a","Scp2"
"7610","grhprb","Grhpr"
"7612","gne","Gne"
"7614","wdr61","Wdr61"
"7616","rps17","Rps17"
"7617","myoz2b","Myoz2"
"7619","gcdha","Gcdh"
"7621","hnrnph1","Hnrnph1"
"7623","ppa2","Ppa2"
"7626","ndufb8","Ndufb8"
"7628","tcea3","Tcea3"
"7630","zgc:77739","D3Ertd751e"
"7632","hhatla","Hhatl"
"7634","arl5c","Arl5c"
"7636","slc25a20","Slc25a20"
"7638","rlbp1b","Rlbp1"
"7642","amdhd2","Amdhd2"
"7643","myoz1a","Myoz1"
"7645","heatr3","Heatr3"
"7647","myoz2a","Myoz2"
"7649","u2af2b","U2af2"
"7651","gadd45ga","Gadd45g"
"7653","cops9","Cops9"
"7655","tex264a","Tex264"
"7657","ndufb7","Ndufb7"
"7659","zgc:77838","8030462N17Rik"
"7661","emc4","Emc4"
"7663","dnaaf4","Dnaaf4"
"7664","dao.3","Dao"
"7666","lysmd4","Lysmd4"
"7669","ntan1","Ntan1"
"7670","naprt","Naprt"
"7672","c8g","C8g"
"7675","tdrd3","Tdrd3"
"7677","spo11","Spo11"
"7679","erp44","Erp44"
"7681","tescb","Tesc"
"7683","znrf1","Znrf1"
"7685","zgc:77929","1600012H06Rik"
"7686","tppp3","Tppp3"
"7688","cdab","Cda"
"7690","dnajc2","Dnajc2"
"7692","slc25a3b","Slc25a3"
"7694","metrnla","Metrnl"
"7696","hprt1","Hprt"
"7697","ube2q2","Ube2q2"
"7698","rangap1b","Rangap1"
"7700","eif3i","Eif3i"
"7702","rsl24d1","Rsl24d1"
"7704","hnrnpk","Hnrnpk"
"7706","riok1","Riok1"
"7708","etfb","Etfb"
"7710","psma4","Psma4"
"7712","klhl20","Klhl20"
"7714","fbl","Fbl"
"7715","ggctb","Ggct"
"7717","itih2","Itih2"
"7718","cluap1","Cluap1"
"7721","cnih1","Cnih1"
"7723","acadm","Acadm"
"7725","chaf1b","Chaf1b"
"7727","slc37a2","Slc37a2"
"7729","srsf1a","Srsf1"
"7732","txndc5","Txndc5"
"7736","katnb1","Katnb1"
"7737","ppib","Ppib"
"7739","tcp11l2","Tcp11l2"
"7740","sar1b","Sar1b"
"7744","dynll1","Dynll1"
"7745","ndufa4b","Ndufa4"
"7747","sucla2","Sucla2"
"7749","ciao2a","Ciao2a"
"7751","atp5mc1","Atp5g1"
"7753","irf2bpl","Irf2bpl"
"7754","gadd45ba","Gadd45b"
"7756","psmg2","Psmg2"
"7758","ndufb4","Ndufb4"
"7760","grb2b","Grb2"
"7761","rnf185","Rnf185"
"7762","pik3r3a","Pik3r3"
"7764","zfand5a","Zfand5"
"7766","rab42a","Rab42"
"7768","clta","Clta"
"7770","snn","Snn"
"7772","srfbp1","Srfbp1"
"7773","abce1","Abce1"
"7775","acaa2","Acaa2"
"7776","cstf3","Cstf3"
"7778","fgg","Fgg"
"7781","asb2b","Asb2"
"7783","dhps","Dhps"
"7786","wdr24","Wdr24"
"7788","zgc:55943","1700025G04Rik"
"7790","hk2","Hk2"
"7791","tcirg1b","Tcirg1"
"7792","kpna7","Kpna7"
"7793","tram2","Tram2"
"7795","med15","Med15"
"7797","rps6kb1b","Rps6kb1"
"7799","uhrf1","Uhrf1"
"7801","ripk4","Ripk4"
"7802","hnrnpc","Hnrnpc"
"7804","cdc20","Cdc20"
"7806","thap12a","Thap12"
"7808","sdr16c5a","Sdr16c5"
"7810","tmem41ab","Tmem41a"
"7812","uchl5","Uchl5"
"7814","hacl1","Hacl1"
"7816","sdf4","Sdf4"
"7819","dok1b","Dok1"
"7820","elmo1","Elmo1"
"7822","acbd4","Acbd4"
"7824","xpnpep3","Xpnpep3"
"7826","prpsap2","Prpsap2"
"7828","b3galt2","B3galt2"
"7830","pla2g6","Pla2g6"
"7832","pak5","Pak5"
"7834","ppp2r2d","Ppp2r2d"
"7836","rngtt","Rngtt"
"7838","hapln3","Hapln3"
"7840","foxq1b","Foxq1"
"7842","med8","Med8"
"7844","pdlim7","Pdlim7"
"7848","foxd1","Foxd1"
"7850","tox2","Tox2"
"7851","rtcb","Rtcb"
"7853","azi2","Azi2"
"7855","ralbp1","Ralbp1"
"7857","bgnb","Bgn"
"7859","tead1a","Tead1"
"7861","tdrd7a","Tdrd7"
"7863","hdgfl2","Hdgfl2"
"7865","zpr1","Zpr1"
"7866","gmfb","Gmfb"
"7869","galcb","Galc"
"7872","rabggtb","Rabggtb"
"7874","atat1","Atat1"
"7875","thap11","Thap11"
"7878","pcbp4","Pcbp4"
"7880","slc25a28","Slc25a28"
"7882","kirrel1a","Kirrel"
"7883","yy1b","Yy1"
"7885","ckmb","Ckm"
"7887","mmp9","Mmp9"
"7890","sumo3a","Sumo3"
"7892","nipa2","Nipa2"
"7894","dda1","Dda1"
"7896","itm2bb","Itm2b"
"7898","ankra2","Ankra2"
"7900","mdh2","Mdh2"
"7901","marcksl1a","Marcksl1"
"7906","ddost","Ddost"
"7908","cyb5a","Cyb5a"
"7910","rhoaa","Rhoa"
"7911","tob1b","Tob1"
"7914","tmbim4","Tmbim4"
"7916","ndufs8a","Ndufs8"
"7918","vta1","Vta1"
"7920","tmem263","Tmem263"
"7922","fubp1","Fubp1"
"7924","ywhabb","Ywhab"
"7926","acox3","Acox3"
"7928","lsm12b","Lsm12"
"7930","mtpn","Mtpn"
"7932","slc22a2","Slc22a2"
"7934","dnase1l1","Dnase1l1"
"7936","junba","Junb"
"7939","pdhb","Pdhb"
"7941","ap2s1","Ap2s1"
"7943","akirin1","Akirin1"
"7945","dhdh.1","Dhdh"
"7947","slc25a33","Slc25a33"
"7949","tpm4a","Tpm4"
"7951","sumo1","Sumo1"
"7953","amfra","Amfr"
